first_opcode,second_opcode,first_length,second_length,sum,combined
_CONTAINS_OP,_POP_FRAME,362,111,473,433
_CONTAINS_OP,_POP_TOP,362,148,510,453
_CONTAINS_OP,_PUSH_EXC_INFO,362,124,486,427
_CONTAINS_OP,_PUSH_FRAME,362,68,430,417
_CONTAINS_OP,_PUSH_NULL,362,24,386,364
_CONTAINS_OP,_RESUME_CHECK,362,69,431,432
_CONTAINS_OP,_SAVE_RETURN_OFFSET,362,27,389,366
_CONTAINS_OP,_SETUP_ANNOTATIONS,362,427,789,715
_CONTAINS_OP,_SET_ADD,362,242,604,490
_CONTAINS_OP,_SET_FUNCTION_ATTRIBUTE,362,132,494,562
_CONTAINS_OP,_SET_IP,362,43,405,380
_CONTAINS_OP,_SET_UPDATE,362,242,604,490
_CONTAINS_OP,_STORE_ATTR,362,350,712,584
_CONTAINS_OP,_STORE_ATTR_INSTANCE_VALUE,362,318,680,643
_CONTAINS_OP,_STORE_ATTR_SLOT,362,272,634,571
_CONTAINS_OP,_STORE_DEREF,362,175,537,466
_CONTAINS_OP,_STORE_FAST,362,172,534,463
_CONTAINS_OP,_STORE_GLOBAL,362,248,610,499
_CONTAINS_OP,_STORE_NAME,362,391,753,678
_CONTAINS_OP,_STORE_SLICE,362,457,819,749
_CONTAINS_OP,_STORE_SUBSCR,362,422,784,713
_CONTAINS_OP,_STORE_SUBSCR_DICT,362,289,651,564
_CONTAINS_OP,_STORE_SUBSCR_LIST_INT,362,414,776,774
_CONTAINS_OP,_SWAP,362,54,416,390
_CONTAINS_OP,_TO_BOOL,362,220,582,512
_CONTAINS_OP,_TO_BOOL_ALWAYS_TRUE,362,229,591,550
_CONTAINS_OP,_TO_BOOL_BOOL,362,73,435,443
_CONTAINS_OP,_TO_BOOL_INT,362,237,599,576
_CONTAINS_OP,_TO_BOOL_LIST,362,240,602,626
_CONTAINS_OP,_TO_BOOL_NONE,362,83,445,356
_CONTAINS_OP,_TO_BOOL_STR,362,261,623,597
_CONTAINS_OP,_UNARY_INVERT,362,202,564,492
_CONTAINS_OP,_UNARY_NEGATIVE,362,202,564,492
_CONTAINS_OP,_UNARY_NOT,362,45,407,362
_CONTAINS_OP,_UNPACK_EX,362,236,598,519
_CONTAINS_OP,_UNPACK_SEQUENCE,362,235,597,514
_CONTAINS_OP,_UNPACK_SEQUENCE_LIST,362,379,741,717
_CONTAINS_OP,_UNPACK_SEQUENCE_TUPLE,362,338,700,715
_CONTAINS_OP,_UNPACK_SEQUENCE_TWO_TUPLE,362,312,674,772
_CONTAINS_OP,_WITH_EXCEPT_START,362,295,657,583
_BINARY_OP_SUBTRACT_FLOAT,_BEFORE_ASYNC_WITH,397,859,1256,1228
_BINARY_OP_SUBTRACT_FLOAT,_BEFORE_WITH,397,859,1256,1228
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP,397,340,737,659
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_ADD_FLOAT,397,397,794,686
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_ADD_INT,397,228,625,543
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_ADD_UNICODE,397,228,625,545
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_MULTIPLY_FLOAT,397,397,794,686
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_MULTIPLY_INT,397,228,625,543
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_SUBTRACT_FLOAT,397,397,794,686
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_SUBTRACT_INT,397,228,625,543
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_SLICE,397,360,757,672
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_SUBSCR,397,326,723,645
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_SUBSCR_DICT,397,415,812,719
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_SUBSCR_LIST_INT,397,352,749,730
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_SUBSCR_STR_INT,397,497,894,891
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_SUBSCR_TUPLE_INT,397,348,745,727
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_CONST_KEY_MAP,397,547,944,920
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_LIST,397,163,560,495
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_MAP,397,369,766,708
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_SET,397,495,892,849
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_SLICE,397,492,889,817
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_STRING,397,367,764,690
_BINARY_OP_SUBTRACT_FLOAT,_BUILD_TUPLE,397,163,560,495
_BINARY_OP_SUBTRACT_FLOAT,_CALL_BUILTIN_CLASS,397,602,999,946
_BINARY_OP_SUBTRACT_FLOAT,_CALL_BUILTIN_FAST,397,603,1000,923
_BINARY_OP_SUBTRACT_FLOAT,_CALL_BUILTIN_FAST_WITH_KEYWORDS,397,603,1000,923
_BINARY_OP_SUBTRACT_FLOAT,_CALL_BUILTIN_O,397,624,1021,985
_BINARY_OP_SUBTRACT_FLOAT,_CALL_INTRINSIC_1,397,223,620,547
_BINARY_OP_SUBTRACT_FLOAT,_CALL_INTRINSIC_2,397,343,740,659
_BINARY_OP_SUBTRACT_FLOAT,_CALL_ISINSTANCE,397,561,958,928
_BINARY_OP_SUBTRACT_FLOAT,_CALL_LEN,397,466,863,819
_BINARY_OP_SUBTRACT_FLOAT,_CALL_METHOD_DESCRIPTOR_FAST,397,621,1018,947
_BINARY_OP_SUBTRACT_FLOAT,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,397,621,1018,931
_BINARY_OP_SUBTRACT_FLOAT,_CALL_METHOD_DESCRIPTOR_NOARGS,397,601,998,920
_BINARY_OP_SUBTRACT_FLOAT,_CALL_METHOD_DESCRIPTOR_O,397,674,1071,936
_BINARY_OP_SUBTRACT_FLOAT,_CALL_STR_1,397,462,859,787
_BINARY_OP_SUBTRACT_FLOAT,_CALL_TUPLE_1,397,462,859,787
_BINARY_OP_SUBTRACT_FLOAT,_CALL_TYPE_1,397,452,849,788
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_ATTR_CLASS,397,88,485,473
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_ATTR_METHOD_LAZY_DICT,397,75,472,458
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_ATTR_MODULE,397,96,493,480
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_ATTR_WITH_HINT,397,70,467,453
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,397,122,519,506
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_EG_MATCH,397,629,1026,925
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_EXC_MATCH,397,353,750,662
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_FUNCTION_EXACT_ARGS,397,152,549,535
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_MANAGED_OBJECT_HAS_VALUES,397,115,512,523
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_PEP_523,397,67,464,453
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_STACK_SPACE,397,127,524,509
_BINARY_OP_SUBTRACT_FLOAT,_CHECK_VALIDITY,397,69,466,455
_BINARY_OP_SUBTRACT_FLOAT,_COMPARE_OP,397,498,895,799
_BINARY_OP_SUBTRACT_FLOAT,_COMPARE_OP_FLOAT,397,334,731,668
_BINARY_OP_SUBTRACT_FLOAT,_COMPARE_OP_INT,397,405,802,709
_BINARY_OP_SUBTRACT_FLOAT,_COMPARE_OP_STR,397,325,722,629
_BINARY_OP_SUBTRACT_FLOAT,_CONTAINS_OP,397,362,759,681
_BINARY_OP_SUBTRACT_FLOAT,_CONVERT_VALUE,397,216,613,540
_BINARY_OP_SUBTRACT_FLOAT,_COPY,397,107,504,446
_BINARY_OP_SUBTRACT_FLOAT,_COPY_FREE_VARS,397,202,599,536
_BINARY_OP_SUBTRACT_FLOAT,_DELETE_ATTR,397,244,641,557
_BINARY_OP_SUBTRACT_FLOAT,_DELETE_DEREF,397,234,631,556
_BINARY_OP_SUBTRACT_FLOAT,_DELETE_FAST,397,294,691,616
_BINARY_OP_SUBTRACT_FLOAT,_DELETE_GLOBAL,397,200,597,522
_BINARY_OP_SUBTRACT_FLOAT,_DELETE_NAME,397,219,616,541
_BINARY_OP_SUBTRACT_FLOAT,_DELETE_SUBSCR,397,325,722,648
_BINARY_OP_SUBTRACT_FLOAT,_DICT_MERGE,397,334,731,652
_BINARY_OP_SUBTRACT_FLOAT,_DICT_UPDATE,397,387,784,701
_BINARY_OP_SUBTRACT_FLOAT,_END_SEND,397,162,559,495
_BINARY_OP_SUBTRACT_FLOAT,_EXIT_INIT_CHECK,397,129,526,462
_BINARY_OP_SUBTRACT_FLOAT,_EXIT_TRACE,397,41,438,390
_BINARY_OP_SUBTRACT_FLOAT,_FORMAT_SIMPLE,397,227,624,551
_BINARY_OP_SUBTRACT_FLOAT,_FORMAT_WITH_SPEC,397,326,723,645
_BINARY_OP_SUBTRACT_FLOAT,_FOR_ITER_TIER_TWO,397,309,706,606
_BINARY_OP_SUBTRACT_FLOAT,_GET_AITER,397,517,914,833
_BINARY_OP_SUBTRACT_FLOAT,_GET_ANEXT,397,450,847,778
_BINARY_OP_SUBTRACT_FLOAT,_GET_AWAITABLE,397,501,898,815
_BINARY_OP_SUBTRACT_FLOAT,_GET_ITER,397,202,599,526
_BINARY_OP_SUBTRACT_FLOAT,_GET_LEN,397,112,509,446
_BINARY_OP_SUBTRACT_FLOAT,_GET_YIELD_FROM_ITER,397,283,680,608
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_BOTH_FLOAT,397,83,480,462
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_BOTH_INT,397,83,480,462
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_BOTH_UNICODE,397,83,480,462
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_BUILTINS_VERSION,397,95,492,484
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_DORV_VALUES,397,63,460,496
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,397,115,512,523
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_GLOBALS_VERSION,397,95,492,484
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_IS_FALSE_POP,397,80,477,461
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_IS_NONE_POP,397,80,477,461
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_IS_NOT_NONE_POP,397,215,612,537
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_IS_TRUE_POP,397,80,477,461
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_KEYS_VERSION,397,83,480,466
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_NOT_EXHAUSTED_LIST,397,76,473,460
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_NOT_EXHAUSTED_RANGE,397,64,461,489
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_NOT_EXHAUSTED_TUPLE,397,76,473,460
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_TYPE_VERSION,397,79,476,462
_BINARY_OP_SUBTRACT_FLOAT,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,397,302,699,658
_BINARY_OP_SUBTRACT_FLOAT,_INIT_CALL_PY_EXACT_ARGS,397,759,1156,1152
_BINARY_OP_SUBTRACT_FLOAT,_INSERT,397,103,500,459
_BINARY_OP_SUBTRACT_FLOAT,_IS_NONE,397,190,587,534
_BINARY_OP_SUBTRACT_FLOAT,_IS_OP,397,312,709,645
_BINARY_OP_SUBTRACT_FLOAT,_ITER_CHECK_LIST,397,73,470,456
_BINARY_OP_SUBTRACT_FLOAT,_ITER_CHECK_RANGE,397,73,470,456
_BINARY_OP_SUBTRACT_FLOAT,_ITER_CHECK_TUPLE,397,73,470,456
_BINARY_OP_SUBTRACT_FLOAT,_ITER_NEXT_LIST,397,109,506,448
_BINARY_OP_SUBTRACT_FLOAT,_ITER_NEXT_RANGE,397,111,508,445
_BINARY_OP_SUBTRACT_FLOAT,_ITER_NEXT_TUPLE,397,106,503,445
_BINARY_OP_SUBTRACT_FLOAT,_JUMP_TO_TOP,397,94,491,431
_BINARY_OP_SUBTRACT_FLOAT,_LIST_APPEND,397,140,537,474
_BINARY_OP_SUBTRACT_FLOAT,_LIST_EXTEND,397,429,826,746
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ASSERTION_ERROR,397,94,491,434
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR,397,380,777,687
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_CLASS,397,231,628,576
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_INSTANCE_VALUE,397,300,697,621
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_METHOD_LAZY_DICT,397,98,495,435
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_METHOD_NO_DICT,397,98,495,435
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_METHOD_WITH_VALUES,397,98,495,435
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_MODULE,397,323,720,644
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,397,198,595,564
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,397,198,595,564
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_SLOT,397,294,691,615
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_ATTR_WITH_HINT,397,429,826,771
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_BUILD_CLASS,397,173,570,492
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_CONST,397,106,503,446
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_DEREF,397,168,565,487
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_FAST,397,99,496,439
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_FAST_AND_CLEAR,397,47,444,424
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_FAST_CHECK,397,210,607,529
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_FROM_DICT_OR_DEREF,397,326,723,648
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_FROM_DICT_OR_GLOBALS,397,355,752,700
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_GLOBAL,397,363,760,674
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_GLOBAL_BUILTINS,397,207,604,551
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_GLOBAL_MODULE,397,207,604,551
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_LOCALS,397,157,554,512
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_NAME,397,323,720,673
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_SUPER_ATTR_ATTR,397,488,885,857
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_SUPER_ATTR_METHOD,397,625,1022,978
_BINARY_OP_SUBTRACT_FLOAT,_MAKE_CELL,397,228,625,550
_BINARY_OP_SUBTRACT_FLOAT,_MAKE_FUNCTION,397,222,619,550
_BINARY_OP_SUBTRACT_FLOAT,_MAP_ADD,397,140,537,467
_BINARY_OP_SUBTRACT_FLOAT,_MATCH_CLASS,397,469,866,816
_BINARY_OP_SUBTRACT_FLOAT,_MATCH_KEYS,397,99,496,432
_BINARY_OP_SUBTRACT_FLOAT,_MATCH_MAPPING,397,59,456,433
_BINARY_OP_SUBTRACT_FLOAT,_MATCH_SEQUENCE,397,59,456,433
_BINARY_OP_SUBTRACT_FLOAT,_NOP,397,13,410,397
_BINARY_OP_SUBTRACT_FLOAT,_POP_EXCEPT,397,178,575,516
_BINARY_OP_SUBTRACT_FLOAT,_POP_FRAME,397,111,508,462
_BINARY_OP_SUBTRACT_FLOAT,_POP_TOP,397,148,545,482
_BINARY_OP_SUBTRACT_FLOAT,_PUSH_EXC_INFO,397,124,521,454
_BINARY_OP_SUBTRACT_FLOAT,_PUSH_FRAME,397,68,465,442
_BINARY_OP_SUBTRACT_FLOAT,_PUSH_NULL,397,24,421,401
_BINARY_OP_SUBTRACT_FLOAT,_RESUME_CHECK,397,69,466,455
_BINARY_OP_SUBTRACT_FLOAT,_SAVE_RETURN_OFFSET,397,27,424,412
_BINARY_OP_SUBTRACT_FLOAT,_SETUP_ANNOTATIONS,397,427,824,740
_BINARY_OP_SUBTRACT_FLOAT,_SET_ADD,397,242,639,563
_BINARY_OP_SUBTRACT_FLOAT,_SET_FUNCTION_ATTRIBUTE,397,132,529,504
_BINARY_OP_SUBTRACT_FLOAT,_SET_IP,397,43,440,427
_BINARY_OP_SUBTRACT_FLOAT,_SET_UPDATE,397,242,639,560
_BINARY_OP_SUBTRACT_FLOAT,_STORE_ATTR,397,350,747,673
_BINARY_OP_SUBTRACT_FLOAT,_STORE_ATTR_INSTANCE_VALUE,397,318,715,658
_BINARY_OP_SUBTRACT_FLOAT,_STORE_ATTR_SLOT,397,272,669,612
_BINARY_OP_SUBTRACT_FLOAT,_STORE_DEREF,397,175,572,513
_BINARY_OP_SUBTRACT_FLOAT,_STORE_FAST,397,172,569,510
_BINARY_OP_SUBTRACT_FLOAT,_STORE_GLOBAL,397,248,645,561
_BINARY_OP_SUBTRACT_FLOAT,_STORE_NAME,397,391,788,702
_BINARY_OP_SUBTRACT_FLOAT,_STORE_SLICE,397,457,854,785
_BINARY_OP_SUBTRACT_FLOAT,_STORE_SUBSCR,397,422,819,747
_BINARY_OP_SUBTRACT_FLOAT,_STORE_SUBSCR_DICT,397,289,686,605
_BINARY_OP_SUBTRACT_FLOAT,_STORE_SUBSCR_LIST_INT,397,414,811,792
_BINARY_OP_SUBTRACT_FLOAT,_SWAP,397,54,451,433
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL,397,220,617,551
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL_ALWAYS_TRUE,397,229,626,562
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL_BOOL,397,73,470,456
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL_INT,397,237,634,575
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL_LIST,397,240,637,578
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL_NONE,397,83,480,464
_BINARY_OP_SUBTRACT_FLOAT,_TO_BOOL_STR,397,261,658,583
_BINARY_OP_SUBTRACT_FLOAT,_UNARY_INVERT,397,202,599,526
_BINARY_OP_SUBTRACT_FLOAT,_UNARY_NEGATIVE,397,202,599,526
_BINARY_OP_SUBTRACT_FLOAT,_UNARY_NOT,397,45,442,421
_BINARY_OP_SUBTRACT_FLOAT,_UNPACK_EX,397,236,633,575
_BINARY_OP_SUBTRACT_FLOAT,_UNPACK_SEQUENCE,397,235,632,573
_BINARY_OP_SUBTRACT_FLOAT,_UNPACK_SEQUENCE_LIST,397,379,776,699
_BINARY_OP_SUBTRACT_FLOAT,_UNPACK_SEQUENCE_TUPLE,397,338,735,678
_BINARY_OP_SUBTRACT_FLOAT,_UNPACK_SEQUENCE_TWO_TUPLE,397,312,709,649
_BINARY_OP_SUBTRACT_FLOAT,_WITH_EXCEPT_START,397,295,692,605
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BEFORE_ASYNC_WITH,621,859,1480,1398
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BEFORE_WITH,621,859,1480,1398
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP,621,340,961,863
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_ADD_FLOAT,621,397,1018,960
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_ADD_INT,621,228,849,788
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_ADD_UNICODE,621,228,849,788
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_MULTIPLY_FLOAT,621,397,1018,960
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_MULTIPLY_INT,621,228,849,788
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_SUBTRACT_FLOAT,621,397,1018,960
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_OP_SUBTRACT_INT,621,228,849,788
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_SLICE,621,360,981,889
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_SUBSCR,621,326,947,859
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_SUBSCR_DICT,621,415,1036,929
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_SUBSCR_LIST_INT,621,352,973,907
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_SUBSCR_STR_INT,621,497,1118,1141
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BINARY_SUBSCR_TUPLE_INT,621,348,969,903
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_CONST_KEY_MAP,621,547,1168,1043
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_LIST,621,163,784,718
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_MAP,621,369,990,918
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_SET,621,495,1116,995
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_SLICE,621,492,1113,1019
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_STRING,621,367,988,891
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_BUILD_TUPLE,621,163,784,718
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_BUILTIN_CLASS,621,602,1223,1080
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_BUILTIN_FAST,621,603,1224,1088
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_BUILTIN_FAST_WITH_KEYWORDS,621,603,1224,1090
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_BUILTIN_O,621,624,1245,1080
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_INTRINSIC_1,621,223,844,778
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_INTRINSIC_2,621,343,964,870
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_ISINSTANCE,621,561,1182,1056
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_LEN,621,466,1087,964
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_METHOD_DESCRIPTOR_FAST,621,621,1242,1125
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,621,621,1242,1144
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_METHOD_DESCRIPTOR_NOARGS,621,601,1222,1080
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_METHOD_DESCRIPTOR_O,621,674,1295,1080
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_STR_1,621,462,1083,971
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_TUPLE_1,621,462,1083,971
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CALL_TYPE_1,621,452,1073,1026
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_ATTR_CLASS,621,88,709,684
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_ATTR_METHOD_LAZY_DICT,621,75,696,671
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_ATTR_MODULE,621,96,717,692
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_ATTR_WITH_HINT,621,70,691,666
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,621,122,743,708
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_EG_MATCH,621,629,1250,1158
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_EXC_MATCH,621,353,974,894
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_FUNCTION_EXACT_ARGS,621,152,773,730
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_MANAGED_OBJECT_HAS_VALUES,621,115,736,679
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_PEP_523,621,67,688,639
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_STACK_SPACE,621,127,748,710
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CHECK_VALIDITY,621,69,690,641
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_COMPARE_OP,621,498,1119,1013
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_COMPARE_OP_FLOAT,621,334,955,919
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_COMPARE_OP_INT,621,405,1026,991
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_COMPARE_OP_STR,621,325,946,867
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CONTAINS_OP,621,362,983,896
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_CONVERT_VALUE,621,216,837,771
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_COPY,621,107,728,700
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_COPY_FREE_VARS,621,202,823,760
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DELETE_ATTR,621,244,865,782
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DELETE_DEREF,621,234,855,772
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DELETE_FAST,621,294,915,818
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DELETE_GLOBAL,621,200,821,758
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DELETE_NAME,621,219,840,772
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DELETE_SUBSCR,621,325,946,871
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DICT_MERGE,621,334,955,887
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_DICT_UPDATE,621,387,1008,926
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_END_SEND,621,162,783,750
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_EXIT_INIT_CHECK,621,129,750,731
_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,_EXIT_TRACE,621,41,662,595
